PZN,Name,Norm,Amount,Darreichung
11213058,Risperdal Consta 37.5mg-Abacus ,N3,5 ST,PLI
11213101,Volon A 40,,50X1 ML,AMP
11213271,H&S Darm Heiltee,,20X2.0 G,FBE
11213319,H&S Fenchel Anis Kuemmel N,,20X2.0 G,FBE
11213325,H&S Nieren Spueltee,,20X2.0 G,FBE
11213331,Sildenova 100 Bluemagic,,4 ST,FTA
11213348,Sildenova 100 Bluemagic,,12 ST,FTA
11213354,Linezolid Hik 2mg/ml 300ml,,1 ST,INF
11213414,Mito Extra 40mg Instillset,N1,1 ST,PLV
11213443,Mito Extra 40mg Instillset,N2,5 ST,PLV
11213466,Mito Extra 40mg Instillset,KP,1 ST,PLV
11213472,Mitomycin Medac 20mg,N1,1 ST,PIV
11213495,Mito Medac 20mg Instillset,N1,1 ST,PLV
11213503,Mito Medac 20mg Instillset,N2,5 ST,PLV
11213532,Mitomycin Medac 10mg,N1,1 ST,PIV
11213555,Mitomycin Medac 2mg,N3,10 ST,PIV
11213578,Raxone,N2,180 ST,FTA
11213615,Evotears,,3 ML,ATR
11214046,Humalog 100e/ml Kwikpen-Beragena ,N1,5 ST,ILO
11214075,Humalog 100e/ml Kwikpen-Beragena ,N2,10 ST,ILO
11214170,Procoralan 7.5mg-Beragena ,N3,98 ST,FTA
11214187,Protopic 0.03% Salbe-Beragena ,N1,10 G,SAL
11214193,Protopic 0.03% Salbe-Beragena ,N2,30 G,SAL
11214299,Sildenafil Heu 100 mg Net,,4 ST,FTA
11214307,Sildenafil Heu 100 mg Net,,12 ST,FTA
11214313,Sildenafil Heu 100 mg Net,,24 ST,FTA
11214336,Finasterid Heu 1 mg Fta,,28 ST,FTA
11214365,Finasterid Heu 1 mg Fta,,98 ST,FTA
11214425,Cardular Pp 4mg,N1,30 ST,RET
11214431,Cardular Pp 8mg,N1,30 ST,RET
11214448,Cardular Pp Uro 4mg,N1,30 ST,RET
11214454,Cardular Pp Uro 8mg,N1,30 ST,RET
11214477,Boxagrippal 200mg/30mg,,10 ST,FTA
11214508,Gemcitabin Kabi 200mg,KP,1 ST,IFK
11214514,Gemcitabin Kabi 1000mg,KP,1 ST,IFK
11214520,Gemcitabin Kabi 2000mg,KP,1 ST,IFK
11214537,Gemcitabin Kabi 200mg,N1,1 ST,IFK
11214543,Gemcitabin Kabi 1000mg,N1,1 ST,IFK
11214566,Gemcitabin Kabi 2000mg,N1,1 ST,IFK
11215086,Fragmin 5000 IE P Fort Ilo-Bb ,,5 ST,FER
11215092,Fragmin 5000 IE P Fort Ilo-Bb ,N1,10 ST,FER
11215100,Fragmin 5000 IE P Fort Ilo-Bb ,N2,20 ST,FER
11215117,Fragmin 5000 IE P Fort Ilo-Bb ,,35 ST,FER
11215123,Fragmin 5000 IE P Fort Ilo-Bb ,N3,50 ST,FER
11216967,Xeomin 100 Ld 50 Einheiten-Allomedic ,N1,1 ST,PIJ
11216973,Xeomin 100 Ld 50 Einheiten-Allomedic ,,4 ST,PIJ
11217027,Clopidogrel TEVA 75mg-Bb ,N3,100 ST,FTA
11217263,Vimpat 100mg-Bb ,N3,168 ST,FTA
11217300,Inflectra 100mg-Axicorp ,,1 ST,PIK
11217317,Inflectra 100mg-Axicorp ,N1,2 ST,PIK
11217323,Inflectra 100mg-Axicorp ,N1,3 ST,PIK
11217346,Inflectra 100mg-Axicorp ,N1,4 ST,PIK
11217352,Inflectra 100mg-Axicorp ,N2,5 ST,PIK
11217501,One Alpha Ilo-Orifarm ,N2,10X1 ML,ILO
11218854,Zarzio 30 Mio.E./0.5ml Fer-Axicorp ,N1,1 ST,FER
11218860,Zarzio 48 Mio.E./0.5ml Fer-Axicorp ,N1,1 ST,FER
11218966,Kaletra 200mg/50mg Fta-Bb ,N2,120 ST,FTA
11218995,Ganfort 0.3mg/ml+5mg/ml-Emra-Med ,N1,30X0.4 ML,ATR
11219003,Ganfort 0.3mg/ml+5mg/ml-Emra-Med ,,90X0.4 ML,ATR
11219049,Orlistat HEXAL 60mg,,3X84 ST,HKP
11219055,Orlistat HEXAL 120mg,,3X84 ST,HKP
11219144,Abasaglar 100 E/ml Patrone,N1,5X3 ML,ILO
11219150,Abasaglar 100 E/ml Kwikpen,N1,5X3 ML,PEN
11219167,Abasaglar 100 E/ml Patrone,N2,10X3 ML,ILO
11219173,Abasaglar 100 E/ml Patrone,KP,5X3 ML,ILO
11219196,Abasaglar 100 E/ml Kwikpen,N2,10X3 ML,PEN
11219204,Abasaglar 100 E/ml Kwikpen,KP,5X3 ML,PEN
11219210,Kengrexal 50mg,KP,10X10 ML,PUL
11219687,Tramagit 100mg/ml,N3,100 ML,LSE
11220667,Epivir 300mg Fta-Orifarm ,N1,30 ST,FTA
11220673,Exelon 9.5 mg/24h-Orifarm ,N3,90 ST,PFT
11220779,Amoxi Clav Sta TS 250/62.5,N1,100 ML,PSE
11221750,Herceptin 600mg-Canoma ,N1,1 ST,ILO
11222092,Rupafin 1mg/ml Lsg Z Einne,,120 ML,LSE
11222198,Furosemid Denk 40mg,N3,100 ST,TAB
11222560,Articain/E Pierr40+0.01inj,,50X1.8 ML,ILO
11222577,Articain/E Pier40+0.005inj,,50X1.8 ML,ILO
11222778,Eucerin Aa Hya Fill Cc Hel,,50 ML,CRE
11222784,Eucerin Aa Hya Fill Cc Mit,,50 ML,CRE
11222790,Hygienerolle 150 Blatt,,1 ST,   
11222838,Lantus 100 E/ml Solostar-Emra-Med ,N2,10X3 ML,FER
11223134,Voltaren Schmerzgel-Emra-Med ,N3,150 G,GEL
11223186,Asacol 800mg,N3,300 ST,TMR
11223192,Asacol 800mg,N1,50 ST,TMR
11223200,Asacol 800mg,N2,100 ST,TMR
11223625,Duloxetin beta 30mg,,56 ST,HKM
11223631,Duloxetin beta 60mg,,56 ST,HKM
11223683,Duovent-Emra-Med ,N3,3X10 ML,DOS
11224257,Remsima 100mg-Abacus ,N1,4 ST,PIK
11224292,Prospan Hustenliquid,N1,105 ML,FLE
11224300,Prospan Hustenliquid,N2,200 ML,FLE
11225587,Opatanol 1mg/ml Augentropf-Docpharm ,N1,1X5 ML,ATR
11226492,Fraxiparine 0.3ml 2850 I.E-Orifarm ,N1,10 ST,ILO
11226776,Cellcept 500mg-Adl ,N2,150 ST,FTA
11226799,Procoralan 5mg Fta-Beragena ,N3,98 ST,FTA
11226807,Neupro 2mg/24h Transd. Pfl-Beragena ,N2,28 ST,PFT
11226813,Neupro 2mg/24h Transd. Pfl-Beragena ,N3,84 ST,PFT
11226948,Pregabador 25mg Hkp,N3,100 ST,HKP
11226954,Pregabador 50mg Hkp,N3,100 ST,HKP
11226960,Pregabador 75mg Hkp,N3,100 ST,HKP
11226977,Pregabador 100mg Hkp,N3,100 ST,HKP
11226983,Pregabador 150mg Hkp,N3,100 ST,HKP
11227296,Toviaz 8mg Retardtabl-Beragena ,N3,100 ST,RET
11227327,Suspensorium Gr S,,1 ST,   
11227333,Suspensorium Gr Xl,,1 ST,   
11227646,Lonquex 6mg Ilo in Fer-2care4 ,N1,1 ST,ILO
11227652,Targretin 75mg-2care4 ,N3,100 ST,WKA
11227787,Buprenorphin beta 35µg/h,N1,4 ST,PFT
11227801,Buprenorphin beta 35µg/h,N1,5 ST,PFT
11227818,Buprenorphin beta 35µg/h,,8 ST,PFT
11227824,Buprenorphin beta 35µg/h,N2,10 ST,PFT
11227853,Buprenorphin beta 35µg/h,,16 ST,PFT
11227876,Buprenorphin beta 35µg/h,N3,20 ST,PFT
11227899,Buprenorphin beta 52.5µg/h,N1,4 ST,PFT
11227907,Buprenorphin beta 52.5µg/h,N1,5 ST,PFT
11227936,Buprenorphin beta 52.5µg/h,,8 ST,PFT
11227942,Buprenorphin beta 52.5µg/h,N2,10 ST,PFT
11227959,Buprenorphin beta 52.5µg/h,,16 ST,PFT
11227965,Buprenorphin beta 52.5µg/h,N3,20 ST,PFT
11227971,Buprenorphin beta 70µg/h,N1,4 ST,PFT
11227988,Buprenorphin beta 70µg/h,N1,5 ST,PFT
11227994,Buprenorphin beta 70µg/h,,8 ST,PFT
11228002,Buprenorphin beta 70µg/h,N2,10 ST,PFT
11228019,Buprenorphin beta 70µg/h,,16 ST,PFT
11228025,Buprenorphin beta 70µg/h,N3,20 ST,PFT
11228315,Cyrdanax 20mg/ml,N1,500 MG,PIF
11228338,Alfacalcidol Aristo 0.25µg,N2,50 ST,WKA
11228344,Alfacalcidol Aristo 0.25µg,N3,100 ST,WKA
11228367,Alfacalcidol Aristo 0.5µg,N2,50 ST,WKA
11228373,Alfacalcidol Aristo 0.5µg,N3,100 ST,WKA
11228404,Alfacalcidol Aristo 1µg,N2,50 ST,WKA
11228410,Alfacalcidol Aristo 1µg,N3,100 ST,WKA
11228427,Rozero Anti Gesichtsroetun,,30 ML,CRE
11228522,Daivobet Applikator Gel,N2,60 G,GEL
11228545,Aubagio 14mg Filmtabletten-Aca ,N1,28 ST,FTA
11228551,Aubagio 14mg Filmtabletten-Aca ,,84 ST,FTA
11228634,Vimpat 10mg/ml Sirup-Beragena ,N1,200 ML,SIR
11228640,Neotigason 25mg-Abacus ,N2,50 ST,HKP
11228657,Neotigason 25mg-Abacus ,N3,100 ST,HKP
11228663,Remsima 100mg-Abacus ,N1,3 ST,PIK
11228692,Neupro 3mg/24h-Beragena ,N2,28 ST,PFT
11228700,Neupro 3mg/24h-Beragena ,N3,84 ST,PFT
11228918,Uromed Spiralmandrin 2740,,1 ST,   
11228924,Uromed Spiralmandrin 2741,,1 ST,   
11228930,Uromed Spiralmandrin 2742,,1 ST,   
11228947,Uromed Spiralmandrin 2743,,1 ST,   
11228953,Gardasil 9 Fertigspritze,N1,1 ST,FER
11228976,Gardasil 9 Fertigspritze,,10 ST,FER
11229036,Uromed Spiralmandrin 2722,,1 ST,   
11229065,Uromed Spiralmandrin 2732,,1 ST,   
11229071,Uromed Spiralmandrin 2733,,1 ST,   
11229088,Uromed Spiralmandrin 2736,,1 ST,   
11229102,Uromed Spiralmandrin 2735,,1 ST,   
11229295,Rectogesic 4mg/G Rektalsal-kohlpharma ,N1,30 G,SAL
11229303,Oxygesic 40mg-kohlpharma ,N3,100 ST,RET
11229326,Enantone Gyn 11.25mg Zweik-kohlpharma ,N2,2 ST,FER
11229361,Plenadren 20mg-kohlpharma ,N2,50 ST,RET
11229378,Plenadren 20mg-kohlpharma ,N3,2X50 ST,RET
11229415,Simbrinza-kohlpharma ,N2,3X5 ML,ATR
11229444,Simbrinza-kohlpharma ,N1,5 ML,ATR
11229450,Inegy 10mg/10mg Tabletten-kohlpharma ,N3,100 ST,TAB
11229467,Arcoxia 30 mg-kohlpharma ,N3,98 ST,FTA
11229473,Seroxat Filmtabletten-kohlpharma ,N2,50 ST,FTA
11229504,Akineton 2mg-kohlpharma ,N2,60 ST,TAB
11229510,Lantus 100e/ml Solostar-kohlpharma ,N2,10X3 ML,ILO
11229527,Oralair 100/300ir Einl Gra-kohlpharma ,N1,31 ST,SUT
11229533,Oralair 300ir Forts Graes-kohlpharma ,N3,90 ST,SUT
11229556,Aloxi 500 Mikrogramm Weich-kohlpharma ,N1,1 ST,WKA
11229562,Aloxi 500 Mikrogramm Weich-kohlpharma ,N2,5 ST,WKA
11229579,Erythromycin-Zink Kohl-kohlpharma ,N2,2x30 ML,TRS
11229585,Erythromycin-Zink Kohl-kohlpharma ,N1,30 ML,TRS
11229622,Promixin Pulver Lsg Verneb-kohlpharma ,,30 ST,PUL
11229639,Minirin Nasenspray-kohlpharma ,N2,6 ML,NDS
11229645,Enantone Monats Depot-kohlpharma ,N1,1X1 ML,DIS
11229651,Enantone Monats Depot-kohlpharma ,N3,3X1 ML,DIS
11229668,Enantone Gyn Mon Depot Zks-kohlpharma ,N1,1 ST,DIS
11229680,Enantone Gyn Mon Depot Zks-kohlpharma ,N3,3 ST,DIS
11229734,Oprymea 1.05 mg Retardtabl-kohlpharma ,N3,100 ST,RET
11229740,Novorapid Pumpcart 100e/ml-kohlpharma ,N1,5X1.6 ML,ILO
11229757,Daylette 0.02mg/3mg-kohlpharma ,N2,3X28 ST,FTA
11229763,Fermed-kohlpharma ,N2,5X5 ML,AMP
11229881,Tardyferon Fol Depot Fols-kohlpharma ,N2,50 ST,FTA
11229898,Tardyferon Fol Depot Fols-kohlpharma ,N3,100 ST,FTA
11229906,Lutinus 100mg-kohlpharma ,N2,90 ST,VTA
11230016,Oxygesic 10mg-kohlpharma ,N1,20 ST,RET
11230022,Oxygesic 10mg-kohlpharma ,N2,50 ST,RET
11230039,Oxygesic 10mg-kohlpharma ,N3,100 ST,RET
11230051,Oxygesic 20mg-kohlpharma ,N1,20 ST,RET
11230068,Oxygesic 20mg-kohlpharma ,N2,50 ST,RET
11230074,Oxygesic 20mg-kohlpharma ,N3,100 ST,RET
11230080,Oxygesic 40mg-kohlpharma ,N2,50 ST,RET
11230097,Oxygesic 40mg-kohlpharma ,N1,20 ST,RET
11230105,Oxygesic 5mg-kohlpharma ,N2,50 ST,RET
11230111,Oxygesic 5mg-kohlpharma ,N3,100 ST,RET
11230128,Oxygesic 80mg-kohlpharma ,N2,50 ST,RET
11230134,Oxygesic 80mg-kohlpharma ,N3,100 ST,RET
11230140,Simponi 50mg Vorgef Injekt-kohlpharma ,N2,3X1 ST,ILO
11230157,Enantone 11.25mg Zweikamme-kohlpharma ,N2,2 ST,DIS
11230163,Enantone 11.25mg Zweikamme-kohlpharma ,N1,1 ST,DIS
11230186,Enantone Gyn 11.25mg Zweik-kohlpharma ,N1,1 ST,FER
11230192,Kiovig 100mg/ml-kohlpharma ,N1,300 ML,INF
11230200,Inspra 25mg Filmtabletten-kohlpharma ,N1,20 ST,FTA
11230217,Arixtra 2.5mg/0.5ml Fer-kohlpharma ,N3,20X0.5 ML,ILO
11230393,Prostap 11.25mg Zweikammer-kohlpharma ,N1,1 ST,DIS
11230401,Prostap 11.25mg Zweikammer-kohlpharma ,N2,2 ST,DIS
11230660,Uromed Ureter Kat Dk408203,,1 ST,KAT
11230677,Uromed Ureter Kat Dk408204,,1 ST,KAT
11230683,Uromed Ureter Kat Dk408205,,1 ST,KAT
11230708,Uromed Ureter Kat Dk408206,,1 ST,KAT
11230714,MometaHEXAL Salbe 1mg/ml,,10 G,SAL
11230720,Linola Plus Creme,,50 ML,CRE
11230737,Uromed Lunderq Draht 2715,,1 ST,   
11230743,Linola Plus Hautmilch,,200 ML,LOT
11230803,Tramagit 100mg/ml,N1,10 ML,LSE
11230826,Tramagit 100mg/ml,,2X10 ML,LSE
11230832,Tramagit 100mg/ml,N2,50 ML,LSE
11230849,Implicor 25mg/5mg,N1,28 ST,FTA
11230855,Implicor 25mg/5mg,N2,56 ST,FTA
11230884,Implicor 25mg/5mg,N3,98 ST,FTA
11230890,Implicor 50mg/5mg,N1,28 ST,FTA
11230909,Implicor 50mg/5mg,N2,56 ST,FTA
11230921,Implicor 50mg/5mg,N3,98 ST,FTA
11230938,Implicor 50mg/5mg,KP,28 ST,FTA
11230944,Implicor 25mg/5mg,KP,28 ST,FTA
11230950,Implicor 25mg/7.5mg,N1,28 ST,FTA
11230967,Implicor 25mg/7.5mg,N2,56 ST,FTA
11230973,Implicor 25mg/7.5mg,N3,98 ST,FTA
11230996,Implicor 25mg/7.5mg,KP,28 ST,FTA
11231010,Implicor 50mg/7.5mg,N1,28 ST,FTA
11231027,Implicor 50mg/7.5mg,N2,56 ST,FTA
11231033,Implicor 50mg/7.5mg,N3,98 ST,FTA
11231056,Implicor 50mg/7.5mg,KP,28 ST,FTA
11231151,Alendronsaeure Axcount70mg,,24 ST,TAB
11231317,Velmetia 50/1000 mg-Emra-Med ,N2,56 ST,FTA
11231323,Velmetia 50/1000 mg-Emra-Med ,N3,196 ST,FTA
11231346,Velmetia 50/850 mg-Emra-Med ,N2,56 ST,FTA
11231352,Velmetia 50/850 mg-Emra-Med ,N3,196 ST,FTA
11235315,Imigran Inject Nachfuellp-Emra-Med ,N1,2 ST,ILO
11235723,Biobag 100,KP,1 ST,BEU
11235746,Biobag 200,KP,1 ST,BEU
11235752,Biobag 300,KP,1 ST,BEU
11235769,Biobag 50,KP,1 ST,BEU
11235775,Biomonde Freie Larven 100,KP,100 ST,   
11235806,Biomonde Freie Larven 200,KP,200 ST,   
11236007,Tramadol Lib100mg/mltropfv,N1,10 ML,LSE
11236013,Tramadol Lib100mg/mltropfv,,20 ML,LSE
11236036,Tramadol Lib100mg/mltropfv,N2,50 ML,LSE
11236042,Tramadol Lib100mg/mltropfv,N3,100 ML,LSE
11236102,Tramal 100mg/ml M.Tropfvor,N1,10 ML,LSE
11236119,Tramal 100mg/ml M.Tropfvor,,20 ML,LSE
11236125,Tramal 100mg/ml M.Tropfvor,KP,48 ML,LSE
11236148,Tramal 100mg/ml M.Tropfvor,N2,50 ML,LSE
11236154,Tramal 100mg/ml M.Tropfvor,KP,96 ML,LSE
11236208,Tramal 100mg/ml M.Tropfvor,N3,100 ML,LSE
11236272,Estriol Wolff 0.5mg/G,N2,50 G,VCR
11236289,Estriol Wolff 0.5mg/G,N3,100 G,VCR
11236361,Georgette-20 3mg/0.02mg,N1,21 ST,FTA
11236378,Georgette-30 3mg/0.03mg,N1,21 ST,FTA
11236384,Georgette-20 3mg/0.02mg,N2,63 ST,FTA
11236390,Georgette-20 3mg/0.02mg,N3,126 ST,FTA
11236409,Georgette-30 3mg/0.03mg,N3,126 ST,FTA
11236415,Georgette-30 3mg/0.03mg,N2,63 ST,FTA
11236438,Prograf 0.5mg Hartkapseln-B2b ,N3,100 ST,HKP
11236444,Prograf 1mg Hartkapseln-B2b ,N3,100 ST,HKP
11236473,Prograf 5mg Hartkapseln-B2b ,N3,100 ST,HKP
11237774,Votrient 400mg Fta-European ,N1,30 ST,FTA
11238093,Heumann Abfuehrtee Solubi,,30 G,INS
11238288,Avonex 30µg/0.5ml-Medicopharm ,N2,4 ST,ILO
11239537,Zytiga 250mg Tabl-Milinda ,N2,120 ST,TAB
11239595,Systane Ultra Benetzungstr-Orifarm ,,10 ML,TRO
11239626,Montelukast Axcount 10mg,N3,100 ST,FTA
11239632,Montelukast Axcount 4mg,N1,20 ST,KTA
11239649,Montelukast Axcount 4mg,N2,50 ST,KTA
11239655,Montelukast Axcount 4mg,N3,100 ST,KTA
11239661,Montelukast Axcount 5mg,N1,20 ST,KTA
11239678,Montelukast Axcount 5mg,N2,50 ST,KTA
11239684,Montelukast Axcount 5mg,N3,100 ST,KTA
11239690,Montelukast Axcount 10mg,N1,20 ST,FTA
11239709,Montelukast Axcount 10mg,N2,50 ST,FTA
11239885,Protectalon 1.0% Viskoelas,,1.1 ML,SRI
11239922,Protectalon 1.6% Viskoelas,,1.1 ML,SRI
11239939,Protectalon 3.0% Viskoelas,,1.1 ML,SRI
11239945,Protectalon 1.8% Viskoelas,,1.1 ML,SRI
11239951,Protectalon 2.0% Viskoelas,,1.1 ML,SRI
11239968,Protectalon 1.4% Viskoelas,,1.1 ML,SRI
11239980,Dostinex 0.5mg-Axicorp ,N2,8 ST,TAB
11240049,Fragmin P 2.500 I.E.-Axicorp ,N1,10 ST,FER
11240109,Exforge HCT 5/160/12.5mg-Beragena ,N1,28 ST,FTA
11240115,Exforge HCT 5/160/12.5mg-Beragena ,N3,98 ST,FTA
11240121,Exforge HCT 10/160/12.5mg-Beragena ,N1,28 ST,FTA
11240138,Exforge HCT 10/160/12.5mg-Beragena ,N3,98 ST,FTA
11240144,Exforge HCT 10/160/25mg-Beragena ,N1,28 ST,FTA
11240173,Exforge HCT 10/160/25mg-Beragena ,N3,98 ST,FTA
11240233,Cathejell C-Junek ,,25X8.5 G,SRI
11240256,Cathejell C-Junek ,,25X12.5 G,SRI
11240380,Sobelin 100mg Vaginalzaepf,N1,3 ST,VSU
11240397,Voltaren Schm Fort23.2mg/G,,180 G,GEL
11240405,Hydrea 500mg Hkp-2care4 ,N3,100 ST,HKP
11240463,Mircera 100 µg/0.3ml-Orifarm ,N1,1 ST,FER
11240486,Mircera 150 µg/0.3ml-Orifarm ,N1,1 ST,FER
11240492,Mircera 200 µg/0.3ml-Orifarm ,N1,1 ST,FER
11240500,Mircera 75 µg/0.3ml-Orifarm ,N1,1 ST,FER
11240569,Aldara 5% Creme Sachets-Fd ,N1,12 ST,CRE
11240575,Aldara 5% Creme Sachets-Fd ,N2,24 ST,CRE
11240581,Prograf 1mg-Fd ,N2,50 ST,HKP
11240598,Prograf 1mg-Fd ,N3,100 ST,HKP
11240606,Linezolid Glenmark 600mg,N1,10 ST,FTA
11240612,Linezolid Glenmark 600mg,N2,30 ST,FTA
11240635,Piperacill Pl Tazob4g/0.5g,N3,10 ST,PIF
11240664,Travatan 40µg/ml Atr-Beragena ,N1,2.5 ML,ATR
11240753,CloniSTADA 0.15mg Tab,N3,100 ST,TAB
11240776,Quetiapin AL 150mg Ret,N1,10 ST,RET
11240799,Quetiapin AL 150mg Ret,N3,100 ST,RET
11240836,Theophyllin STADA 400mg,N3,100 ST,REK
11240842,Clexane 80mg Fer-Mevita ,N1,10 ST,ILO
11240859,Clexane 80mg Fer-Mevita ,N2,20 ST,ILO
11240865,Deslora Denk 5mg Fta,N2,50 ST,FTA
11240871,Deslora Denk 5mg Fta,N3,100 ST,FTA
11240888,Fluconazol Denk 100mg,N1,20 ST,HKP
11240894,Fluconazol Denk 150mg,N1,1 ST,HKP
11240925,Tramadol Denk 100mg,N2,10 ST,ILO
11240931,Ofloxacin Ophtal 3mg/G,N1,3 G,AUS
11241132,Sildenafil-Neurax 50 mg,,48 ST,FTA
11241149,Sildenafil-Neurax 100 mg,,36 ST,FTA
11241155,Sildenafil-Neurax 100 mg,,48 ST,FTA
11241161,Repevax Isu Mit Kanuele-Orifarm ,N1,1 ST,FER
11241741,Kinderlax Zitrusgeschmack,N2,30 ST,PLE
11241793,Xeloda 500mg Filmtabletten-Milinda ,N3,120 ST,FTA
11241801,Gardasil Isu O Kanuelensch-Milinda ,N1,0.5 ML,FER
11242657,Tramadol/Para Ari 37.5/325,N2,30 ST,FTA
11242663,Tramadol/Para Ari 37.5/325,N3,50 ST,FTA
11242686,Tramadol/Para Ari 75/650mg,,20 ST,FTA
11242692,Tramadol/Para Ari 75/650mg,N2,30 ST,FTA
11242717,Tramadol/Para Ari 75/650mg,N3,50 ST,FTA
11250734,Cimzia 200mg Ilo.I.E.Fer-Milinda ,N1,1X2 ST,ILO
11250740,Cimzia 200mg Ilo.I.E.Fer-Milinda ,N2,3X2 ST,ILO
11250757,Daklinza 30mg Filmtablett-Milinda ,N1,28 ST,FTA
11250763,Daklinza 60mg Filmtablett-Milinda ,N1,28 ST,FTA
11250786,Eviplera 200mg/25mg/245mg-Milinda ,N2,30 ST,FTA
11250792,Eviplera 200mg/25mg/245mg-Milinda ,N3,3X30 ST,FTA
11250800,Harvoni 90mg/400mg-Milinda ,N1,28 ST,FTA
11250817,Herceptin 150mg-Milinda ,N1,1 ST,PIK
11250823,Herceptin 600mg/5ml Dfl-Milinda ,N1,1 ST,ILO
11250846,Imbruvica 140mg-Milinda ,,90 ST,HKP
11250875,Imbruvica 140mg-Milinda ,N3,120 ST,HKP
11250912,Orencia 125 mg Injektionsl-Milinda ,N2,4 ST,ILO
11250929,Orencia 125 mg Injektionsl-Milinda ,N3,3X4 ST,ILO
11250935,Orencia 250 mg Plv.F.E.Kon-Milinda ,N1,2X250 MG,PIK
11250941,Orencia 250 mg Plv.F.E.Kon-Milinda ,N2,3X250 MG,PIK
11250958,Plegridy 63 µg/94 µg Start-Milinda ,N1,2 ST,ILO
11250964,Plegridy 63 µg/94 µg Start-Milinda ,N1,2 ST,FER
11250970,Plegridy 125 µg 1 Mon.Inje-Milinda ,N2,2 ST,ILO
11250987,Plegridy 125 µg 1 Mon.Inje-Milinda ,N2,2 ST,FER
11250993,Plegridy 125 µg 3 Mon.Inje-Milinda ,N3,6 ST,ILO
11251001,Plegridy 125 µg 3 Mon.Inje-Milinda ,N3,6 ST,FER
11251018,Revolade 25mg-Milinda ,N1,14 ST,FTA
11251024,Revolade 25mg-Milinda ,N2,28 ST,FTA
11251030,Revolade 50mg-Milinda ,N1,14 ST,FTA
11251047,Revolade 50mg-Milinda ,N2,28 ST,FTA
11251053,Revolade 75mg-Milinda ,N1,14 ST,FTA
11251076,Revolade 75mg-Milinda ,N2,28 ST,FTA
11251082,Sovaldi 400mg-Milinda ,N1,28 ST,FTA
11251099,Sprycel 20mg-Milinda ,N2,60 ST,FTA
11251107,Sprycel 50mg-Milinda ,N2,60 ST,FTA
11251113,Sprycel 80mg-Milinda ,N1,30 ST,FTA
11251136,Sprycel 100mg-Milinda ,N1,30 ST,FTA
11251142,Sprycel 140mg-Milinda ,N1,30 ST,FTA
11251159,Sutent 12.5mg Hartkapseln-Milinda ,N1,30 ST,HKP
11251165,Sutent 25mg Hartkapseln-Milinda ,N1,30 ST,HKP
11251171,Sutent 50mg Hartkapseln-Milinda ,N1,30 ST,HKP
11251188,Tarceva 100mg-Milinda ,N1,30 ST,FTA
11251202,Tarceva 150mg-Milinda ,N1,30 ST,FTA
11251260,Tivicay 50mg Filmtabletten-Milinda ,N2,30 ST,FTA
11251283,Triumeq 50mg/600mg/300mg-Milinda ,N1,30 ST,FTA
11251308,Triumeq 50mg/600mg/300mg-Milinda ,,90 ST,FTA
11251314,Zydlig 150mg Fta-Milinda ,N2,60 ST,FTA
11251320,Xeplion 25 mg Depot-Injekt-Milinda ,N1,1 ST,DIS
11251337,Xeplion 50 mg Depot-Injekt-Milinda ,N1,1 ST,DIS
11251685,Gonal F 900IE/1.5ml 66µg-Beragena ,N1,1 ST,PEN
11251691,Duoresp Sp 160/4.5 1x120ED-Beragena ,,1 ST,IHP
11251716,Duoresp Sp 160/4.5 3x120ED-Beragena ,N3,3 ST,IHP
11257587,Elvanse 20mg Hartkapseln,,30 ST,HKP
11257593,Elvanse 40mg Hartkapseln,,30 ST,HKP
11257601,Elvanse 60mg Hartkapseln,,30 ST,HKP
11257676,Synvisc Spritzampullen-B2b ,,1 ST,SPA
11257682,Synvisc Spritzampullen-B2b ,,3 ST,SPA
11257742,Cavilon 3M Lang Haut Creme-B2b ,,92 G,CRE
11257765,Humira 40mg Ilo-Orifarm ,N3,6 ST,ILO
11258210,Procoralan 5mg Fta-Beragena ,N2,56 ST,FTA
11258842,Risperidon Aristo 0.25mg,N1,20 ST,FTA
11258859,Risperidon Aristo 0.25mg,N2,50 ST,FTA
11258871,Risperidon Aristo 0.25mg,N3,100 ST,FTA
11258888,Risperidon Aristo 0.5mg,N1,20 ST,FTA
11258894,Risperidon Aristo 0.5mg,N2,50 ST,FTA
11258925,Risperidon Aristo 0.5mg,N3,100 ST,FTA
11258931,Risperidon Aristo 1mg,N1,20 ST,FTA
11258948,Risperidon Aristo 1mg,N2,50 ST,FTA
11258954,Risperidon Aristo 1mg,N3,100 ST,FTA
11258960,Risperidon Aristo 2mg,N1,20 ST,FTA
11258977,Risperidon Aristo 2mg,N2,50 ST,FTA
11258983,Risperidon Aristo 2mg,N3,100 ST,FTA
11259014,Risperidon Aristo 3mg,N1,20 ST,FTA
11259020,Risperidon Aristo 3mg,N2,50 ST,FTA
11259037,Risperidon Aristo 3mg,N3,100 ST,FTA
11259043,Risperidon Aristo 4mg,N1,20 ST,FTA
11259066,Risperidon Aristo 4mg,N2,50 ST,FTA
11259072,Risperidon Aristo 4mg,N3,100 ST,FTA
11259089,Risperidon Aristo 6mg,N1,20 ST,FTA
11259095,Risperidon Aristo 6mg,N2,50 ST,FTA
11259103,Risperidon Aristo 6mg,N3,100 ST,FTA
11259126,Risperidon Aristo 8mg,N1,20 ST,FTA
11259132,Risperidon Aristo 8mg,N2,50 ST,FTA
11259149,Risperidon Aristo 8mg,N3,100 ST,FTA
